"","X","budget","popularity","production_countries","release_date","revenue","runtime","spoken_languages","vote_average","vote_classes","Comp_Universal","Comp_Paramount","Comp_Warner","Comp_20fox","Comp_Columbia","Comp_NewLine","Comp_Disney","Comp_VillageRoadshow","Comp_Miramax","Comp_Pixar","Comp_RelMedia","Comp_MGM","Comp_DreamWorks","Comp_Touchstone","Comp_CanalPlus","genere" 
"2780",2780,10000000,18366362,1,"19/02/1999",12827813,89,1,7.4,"7 a 8",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Comedy"
"2781",2781,10000000,6736274,1,"23/07/1999",10571408,98,1,6.4,"6 a 7",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"Comedy"
"2782",2782,10000000,28570174,1,"24/12/2014",28883511,105,1,6.8,"6 a 7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Drama"
"2783",2783,30000000,5671691,1,"11/09/1998",9898412,100,1,6.2,"6 a 7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Thriller"
"2784",2784,10000000,9525626,1,"25/10/1984",8801940,114,1,6.4,"6 a 7",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Thriller"
"2785",2785,10000000,14038512,1,"21/05/2010",6110000,90,1,5.1,"5 a 6",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Action"
"2786",2786,6000000,35350303,1,"01/01/2013",32438988,90,1,4.4,"0 a 5",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Comedy"
"2788",2788,10000000,30863082,1,"22/06/2012",9636289,101,1,6.3,"6 a 7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Science Fiction"
"2790",2790,20000000,73567232,1,"30/10/1998",23875127,119,1,8.2,"8 a 10",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"Drama"
"2793",2793,18000000,618869,0,"10/09/1998",9495408,131,1,7.3,"7 a 8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Mystery"
"2795",2795,9500000,14105392,1,"06/09/2013",7800000,88,1,6.4,"6 a 7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Comedy"
"2796",2796,10000000,14905357,0,"06/09/2007",3.3e+07,100,1,6.2,"6 a 7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Romance"
"2797",2797,10000000,0.518056,1,"18/12/1981",2154696,79,1,3.8,"0 a 5",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Romance"
"2798",2798,9000000,12172131,1,"06/09/2014",21571189,121,1,6.5,"6 a 7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Drama"
"2799",2799,10000000,17078656,1,"09/09/2006",7177143,126,1,6.9,"6 a 7",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"War"
"2800",2800,10000000,16318608,1,"19/03/2015",10835752,107,1,6.6,"6 a 7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Drama"
"2801",2801,10000000,10409155,1,"13/09/2011",4417580,83,1,6.1,"6 a 7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Drama"
"2802",2802,11500000,4850402,1,"13/09/1993",3275585,100,1,5.7,"5 a 6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Action"
"2803",2803,10000000,8902102,1,"15/05/1999",3193102,89,1,6.6,"6 a 7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Crime"
"2804",2804,6500000,28223163,1,"13/01/2004",98410061,112,1,7.2,"7 a 8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Drama"
"2805",2805,10000000,3007816,1,"23/09/2000",5164404,140,1,6.4,"6 a 7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Romance"
"2807",2807,10000000,19865989,1,"07/01/2016",40055439,95,1,4.8,"0 a 5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Horror"
"2808",2808,14000000,0.310513,1,"11/02/1981",439564,118,1,6,"6 a 7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Mystery"
"2809",2809,10000000,19263477,1,"03/04/2015",7587485,97,1,5.8,"5 a 6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Comedy"
"2810",2810,10000000,4123533,1,"24/06/2011",1759252,98,1,7,"7 a 8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Drama"
"2811",2811,10000000,3988432,1,"04/02/2000",1631839,101,1,5.4,"5 a 6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Action"
"2812",2812,20000000,19494703,1,"01/09/2012",1969193,105,1,6.4,"6 a 7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Thriller"
"2814",2814,10000000,16436178,1,"10/09/2011",3665069,102,1,6.5,"6 a 7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Crime"
"2815",2815,10000000,14979375,1,"13/09/2009",7022728,96,1,6.1,"6 a 7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Drama"
"2816",2816,10000000,10733761,0,"16/05/2007",21786738,111,1,6,"6 a 7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Drama"
"2817",2817,10000000,4570043,0,"11/10/2002",598645,89,1,4.8,"0 a 5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Romance"
"2818",2818,5000000,6265659,0,"28/04/2008",1296184,106,1,5.6,"5 a 6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Action"
"2821",2821,7700000,7554799,1,"14/02/2011",1072602,123,1,5.9,"5 a 6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Drama"
"2823",2823,10000000,9805551,1,"20/08/2009",295750,99,1,6.5,"6 a 7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Comedy"
"2829",2829,10000000,0.666218,1,"20/02/1998",45779,86,1,3,"0 a 5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Comedy"
"2832",2832,10000000,5145655,0,"01/07/2015",17472,111,1,5.1,"5 a 6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Drama"
"2833",2833,10000000,1728816,1,"16/10/2009",9069,85,1,7,"7 a 8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Comedy"
"2838",2838,10,1617943,0,"30/08/2013",11,85,1,6.9,"6 a 7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Romance"
"2841",2841,10,10013629,1,"28/09/2013",1e+07,99,1,4.9,"0 a 5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Horror"
"2843",2843,9500000,19978021,1,"03/04/2009",17164377,107,1,6.4,"6 a 7",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"Comedy"
"2844",2844,9600000,3588529,1,"03/09/2005",4386236,144,1,6,"6 a 7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Romance"
"2845",2845,11000000,9337388,1,"12/01/2000",59827328,98,1,6.4,"6 a 7",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"Comedy"
"2847",2847,9500000,28675891,0,"12/06/1967",111584787,117,1,6.5,"6 a 7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Adventure"
"2849",2849,8900000,17151293,0,"01/07/2012",19839492,127,0,7.5,"7 a 8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Romance"
"2850",2850,10500000,11225044,1,"10/06/1988",14144000,98,1,4.5,"0 a 5",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"Horror"
"2852",2852,9400000,14562991,1,"07/11/1963",6e+07,163,1,7,"7 a 8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Adventure"
"2853",2853,12899867,19747809,0,"16/03/2006",85582407,121,0,7.3,"7 a 8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Drama"
"2857",2857,7400000,36173598,0,"26/05/2011",21817298,136,1,7,"7 a 8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Science Fiction"
"2858",2858,11000000,94184658,1,"25/05/1979",104931801,117,1,7.9,"7 a 8",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Science Fiction"
"2859",2859,85000,29262427,1,"01/10/1974",30859000,83,1,7.2,"7 a 8",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"Horror"
"2860",2860,10000000,17611971,1,"19/03/2010",2995811,106,1,6.3,"6 a 7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Drama"
"2861",2861,9000000,7623979,1,"03/11/1971",83304330,181,1,7.4,"7 a 8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Drama"
"2862",2862,5500000,31036,1,"16/12/1965",141195658,130,1,6.5,"6 a 7",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"Adventure"
"2864",2864,7000000,7720692,0,"12/02/2010",8220215,110,0,7,"7 a 8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Drama"
"2865",2865,9000000,6717994,1,"06/11/1996",41590886,118,1,6.9,"6 a 7",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"Drama"
"2866",2866,9000000,3951041,1,"22/10/1999",34573780,120,1,6.8,"6 a 7",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Drama"
"2867",2867,9000000,27600843,1,"08/11/1988",44196684,87,1,6.3,"6 a 7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Horror"
"2868",2868,9000000,14098952,1,"18/05/2007",24538513,123,1,7.3,"7 a 8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Documentary"
"2869",2869,9000000,82975841,1,"17/07/2014",108782847,104,1,6.6,"6 a 7",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Horror"
"2871",2871,9000000,18514292,1,"30/05/2004",23936908,88,1,6.6,"6 a 7",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"Adventure"
"2873",2873,26000000,11233081,1,"18/02/2000",28780255,118,1,6.5,"6 a 7",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"Crime"
"2874",2874,40600000,34022209,1,"07/06/1983",90400000,116,1,7.1,"7 a 8",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Comedy"
"2875",2875,9000000,4134327,1,"25/12/2006",21510851,84,1,4.8,"0 a 5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Horror"
"2878",2878,8500000,8775844,1,"08/09/2000",19125401,119,1,6.4,"6 a 7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Action"
"2879",2879,9000000,2062087,1,"13/09/2002",4777465,97,1,6.5,"6 a 7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Drama"
"2880",2880,9000000,8738737,1,"29/04/1994",4350774,79,1,6,"6 a 7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Comedy"
"2882",2882,9000000,2365328,1,"01/06/2007",2955039,97,1,6,"6 a 7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Drama"
"2885",2885,9000000,9933926,1,"11/08/2011",18663238,84,1,6.8,"6 a 7",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Documentary"
"2887",2887,6000000,5119593,0,"30/04/2014",14348529,98,0,5.8,"5 a 6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Comedy"
"2889",2889,9000000,0.717811,1,"14/05/2010",771499,130,1,4.8,"0 a 5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Drama"
"2890",2890,5000000,1458884,0,"22/11/2006",140666,86,1,6.1,"6 a 7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Drama"
"2892",2892,9000000,2009597,1,"26/08/2005",1046166,97,1,4.5,"0 a 5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Romance"
"2894",2894,5000000,16072466,0,"26/09/1986",328203506,97,1,6.3,"6 a 7",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Adventure"
"2898",2898,86000000,18172736,1,"28/11/2007",14373825,84,1,6.3,"6 a 7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Thriller"
"2900",2900,8500000,24750909,1,"31/07/1987",32222567,97,1,6.8,"6 a 7",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Horror"
"2901",2901,7000000,17697042,1,"16/12/2009",39462438,112,1,6.8,"6 a 7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Drama"
"2902",2902,9250000,7000949,1,"07/11/1979",29174648,125,1,6.8,"6 a 7",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Romance"
"2903",2903,8500000,11436405,1,"27/09/2013",22456509,96,1,5.6,"5 a 6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Comedy"
"2904",2904,9000000,14171759,1,"10/10/1968",2500000,98,1,5.7,"5 a 6",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Science Fiction"
"2905",2905,12000000,3604863,1,"02/09/2006",20138836,122,1,6.8,"6 a 7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Drama"
"2906",2906,8500000,4028709,1,"20/02/2015",43528634,100,1,6.8,"6 a 7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Romance"
"2907",2907,22000000,3809131,1,"21/09/2001",5271666,104,1,3.4,"0 a 5",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,"Drama"
"2909",2909,8500000,9230073,0,"05/11/2009",4440055,119,1,6.8,"6 a 7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Drama"
"2910",2910,12000000,14719886,1,"12/02/2010",42345360,145,1,7.7,"7 a 8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Drama"
"2911",2911,9000000,28540614,1,"18/10/2013",6108720,106,1,6.6,"6 a 7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Action"
"2912",2912,8000000,0.034259,0,"04/06/1999",1997807,126,1,7,"7 a 8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Adventure"
"2913",2913,6500000,6787967,0,"18/05/2006",22889018,124,1,7.1,"7 a 8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"War"
"2914",2914,7700000,3353176,0,"31/05/2013",4.6e+07,159,0,7.2,"7 a 8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Romance"
"2915",2915,8250000,7973109,1,"08/11/1951",3e+07,171,1,7,"7 a 8",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"History"
"2918",2918,8000000,121463076,1,"08/10/1994",213928762,154,1,8.3,"8 a 10",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"Thriller"
"2920",2920,8500000,89095538,1,"23/10/2014",38697217,117,1,7.6,"7 a 8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Crime"
"2921",2921,8500000,262082,1,"27/02/2004",5001655,104,1,5.1,"5 a 6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Comedy"
"2922",2922,8200000,37960289,1,"02/03/1965",286214286,174,1,7.4,"7 a 8",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Music"
"2923",2923,8000000,21735068,1,"09/03/1984",69821334,111,1,6.1,"6 a 7",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"Fantasy"
"2924",2924,8000000,14793177,1,"26/07/2006",100523181,102,1,7.5,"7 a 8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Drama"
"2925",2925,8000000,51109279,1,"22/08/1986",52287414,89,1,7.8,"7 a 8",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Crime"
"2926",2926,5000000,45490374,0,"31/10/2002",82719885,113,1,7.1,"7 a 8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Science Fiction"
"2927",2927,8000000,26356697,1,"22/06/1979",4.3e+07,111,1,7.2,"7 a 8",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Crime"
"2928",2928,8000000,3501158,0,"05/10/2002",27362712,109,0,7,"7 a 8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Romance"
"2929",2929,8000000,33372828,1,"30/09/2011",39187783,100,1,7,"7 a 8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Drama"
"2930",2930,8000000,37821106,1,"29/01/2014",26049082,94,1,6.1,"6 a 7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Romance"
"2932",2932,6500000,25289665,1,"12/12/1969",81974493,142,1,6.5,"6 a 7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Adventure"
"2933",2933,14000000,14730796,1,"13/10/1994",18090181,112,1,6.4,"6 a 7",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"Mystery"
"2934",2934,8000000,4482714,1,"01/10/1999",22593409,91,1,5.8,"5 a 6",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Comedy"
"2935",2935,8000000,4932893,1,"28/04/2006",18948425,112,1,6.7,"6 a 7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Drama"
"2936",2936,8000000,7894489,1,"16/01/1998",17460020,82,1,6.4,"6 a 7",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Crime"
"2937",2937,8000000,13987772,1,"30/01/2009",29010817,97,1,5.2,"5 a 6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Comedy"
"2938",2938,7000000,45310443,1,"13/04/2000",34266564,102,1,7.3,"7 a 8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Thriller"
"2939",2939,8000000,9799177,1,"12/01/2002",16856124,93,1,6.1,"6 a 7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Drama"
"2940",2940,8000000,5069095,0,"06/07/2006",12671300,116,1,6.5,"6 a 7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Action"
"2941",2941,8000000,13517017,1,"24/11/2009",10629321,118,1,5.9,"5 a 6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Action"
"2943",2943,8000000,45395839,1,"10/09/2010",74952305,92,1,6.7,"6 a 7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Comedy"
"2945",2945,8000000,593923,1,"15/05/2000",8279017,92,1,6.6,"6 a 7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Horror"
"2946",2946,8000000,11837067,1,"29/04/2011",10130000,104,1,5.7,"5 a 6",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"Comedy"
"2950",2950,8000000,21024346,1,"30/12/2015",5659286,90,1,7,"7 a 8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Animation"
"2951",2951,8000000,7235794,0,"05/11/2010",18124262,129,1,7,"7 a 8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Drama"
"2953",2953,8000000,8403859,1,"23/08/1991",2275557,79,1,5.7,"5 a 6",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Action"
"2954",2954,8000000,13143045,1,"06/07/2010",6491240,101,1,6.9,"6 a 7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Drama"
"2957",2957,8000000,8717235,1,"24/01/1997",589304,106,1,6.7,"6 a 7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Drama"
"2958",2958,8000000,35735689,1,"07/09/2013",63464861,104,1,7.3,"7 a 8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Music"
"2959",2959,8000000,7433574,1,"13/05/2005",852872,112,1,5.9,"5 a 6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Drama"
"2960",2960,8000000,4090382,1,"30/04/2007",458232,99,1,5.8,"5 a 6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Action"
"2961",2961,8000000,5244518,0,"07/09/2006",426224,91,1,6.6,"6 a 7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Horror"
"2962",2962,8000000,10791954,0,"17/06/2010",3453043,98,1,6.4,"6 a 7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Action"
"2964",2964,8000000,3942464,1,"19/02/2006",143451,107,1,6.3,"6 a 7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Thriller"
"2965",2965,8000000,6500835,1,"12/02/2014",53086,112,1,5.1,"5 a 6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Drama"
"2966",2966,8000000,39338097,0,"16/07/1988",553171,124,0,7.8,"7 a 8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Science Fiction"
"2967",2967,22000000,12893219,1,"23/07/2007",413454,97,1,5.8,"5 a 6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Thriller"
"2968",2968,8000000,0.983484,0,"25/10/2005",2019009,124,1,6.1,"6 a 7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Drama"
"2971",2971,7800000,11000654,0,"18/05/2003",22441323,102,1,6.4,"6 a 7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Crime"
"2974",2974,7500000,19585801,1,"13/12/1989",145793296,99,1,7,"7 a 8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Drama"
"2975",2975,7500000,17318839,0,"30/01/1995",32392047,91,1,6.5,"6 a 7",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"Crime"
"2977",2977,6500000,2901153,1,"05/09/2005",24793509,92,1,7.1,"7 a 8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Drama"
"2978",2978,10200000,20745052,1,"08/06/2007",35619521,93,1,5.6,"5 a 6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Drama"
"2979",2979,7500000,16990308,1,"29/10/2009",26096852,100,1,6.8,"6 a 7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Horror"
"2980",2980,10284523,4820166,1,"21/10/2005",11588205,104,1,5.7,"5 a 6",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"Drama"
"2982",2982,6500000,8526635,1,"14/01/2002",12633747,105,1,6.8,"6 a 7",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Thriller"
"2983",2983,7500000,1369528,0,"20/09/2002",4245870,102,1,4.5,"0 a 5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Comedy"
"2984",2984,7500000,0.571663,0,"24/11/2004",3347647,110,1,6.1,"6 a 7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Drama"
"2985",2985,8000000,14652342,1,"03/09/2009",10848783,92,1,5.7,"5 a 6",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"Comedy"
"2988",2988,8000000,7802245,0,"21/12/2011",5634828,113,1,6.2,"6 a 7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Drama"
"2991",2991,7500000,25281197,0,"11/03/2008",1.9e+07,107,0,7.5,"7 a 8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Thriller"
"2992",2992,7000000,38150787,1,"08/06/2016",1333124,117,1,6.4,"6 a 7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Thriller"
"2993",2993,7300000,16829837,0,"11/11/2009",10329747,103,1,6.7,"6 a 7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Crime"
"2995",2995,7500000,19782725,1,"05/12/2007",231411584,96,1,7,"7 a 8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Drama"
"2997",2997,7200000,34634181,1,"13/12/1971",116019547,120,1,6.3,"6 a 7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Action"
"2998",2998,6000000,143659698,1,"14/03/1972",245066411,175,1,8.4,"8 a 10",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Crime"
"2999",2999,4000000,18422323,1,"14/04/1983",92921203,95,1,6.1,"6 a 7",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Music"
"3000",3000,7500000,45610993,1,"17/07/2009",60722734,95,1,7.2,"7 a 8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Drama"
"3001",3001,7000000,17681707,0,"19/05/1993",116700000,121,1,7.1,"7 a 8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Drama"
"3002",3002,7000000,35897151,1,"28/06/2012",167221571,110,1,6.1,"6 a 7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Drama"
"3003",3003,7000000,30465138,0,"05/07/1973",161777836,121,1,6.4,"6 a 7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Adventure"
"3006",3006,6600000,4492455,1,"06/05/2011",37710610,112,1,6,"6 a 7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Comedy"
"3007",3007,7000000,17717681,1,"16/09/2005",54600000,93,1,6.8,"6 a 7",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"History"
"3008",3008,7000000,17434862,1,"30/09/2005",49084830,114,1,6.8,"6 a 7",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Crime"
"3009",3009,7000000,25511217,1,"25/08/1995",25405445,104,1,6.8,"6 a 7",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Thriller"
"3010",3010,9000000,12268143,1,"23/06/1976",2.5e+07,119,1,6.6,"6 a 7",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"Science Fiction"
"3011",3011,7000000,30214716,1,"01/12/1974",97572000,125,1,6.3,"6 a 7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Adventure"
"3012",3012,7000000,6872784,1,"12/02/1988",20256975,96,1,4.9,"0 a 5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Crime"
"3014",3014,7000000,14741589,1,"08/01/2014",36433975,89,1,4.4,"0 a 5",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Horror"
"3015",3015,7000000,5500324,1,"22/03/1996",14702438,92,1,6.3,"6 a 7",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"Romance"
"3016",3016,700000,29761163,1,"19/06/2015",17986781,103,1,7.2,"7 a 8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Crime"
"3017",3017,7000000,2772178,1,"25/08/1999",14011454,97,1,6.2,"6 a 7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Action"
"3018",3018,7000000,19301432,1,"11/04/2003",16829545,89,1,6,"6 a 7",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Horror"
"3019",3019,7000000,23612409,1,"02/10/2009",31430334,105,1,6.6,"6 a 7",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,"Drama"
"3022",3022,7000000,8079046,1,"10/09/2014",14618727,116,1,7,"7 a 8",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Drama"
"3024",3024,7000000,14672151,1,"12/08/1988",8373585,164,1,7,"7 a 8",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Drama"
"3025",3025,7000000,2627232,1,"16/08/1999",7292175,96,1,5.6,"5 a 6",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"Drama"
"3027",3027,7,4857028,0,"01/05/1992",5,90,1,5.7,"5 a 6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Science Fiction"
"3028",3028,7000000,2206097,1,"12/04/2001",4720371,113,1,6.7,"6 a 7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Adventure"
"3029",3029,7000000,3721858,0,"12/11/2004",29385320,192,0,7.4,"7 a 8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Drama"
"3032",3032,7000000,7051521,1,"18/10/2002",2062066,104,1,6.1,"6 a 7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Crime"
